missions,tasks_per_mission,total_tasks,manpower,shift,location,campaign_in_weeks
15,35,525,175,3,3,4
10,38,380,127,3,3,7
5,12,60,20,3,2,4
5,23,115,39,3,3,4
10,34,340,114,3,3,4
5,57,285,95,3,3,4
3,10,30,10,3,2,4
6,12,72,24,3,3,5
4,35,140,47,3,2,4
18,27,486,162,3,2,6
9,18,162,54,3,3,5
17,47,799,267,3,3,4
13,32,416,139,3,3,4
15,30,450,150,3,3,6
20,10,200,67,3,2,7
17,30,510,170,3,2,4
13,36,468,156,3,3,4
16,51,816,272,3,2,4
4,15,60,20,3,3,5
5,53,265,89,3,3,5
5,45,225,75,3,3,4
9,37,333,111,3,3,6
17,54,918,306,3,2,4
13,26,338,113,3,2,5
2,49,98,33,3,3,4
13,12,156,52,3,3,4
19,21,399,133,3,2,4
3,48,144,48,3,2,4
10,21,210,70,3,2,4
2,11,22,8,3,3,4
13,55,715,239,3,2,4
19,31,589,197,3,3,4
17,32,544,182,3,3,4
14,39,546,182,3,2,5
12,14,168,56,3,3,5
12,18,216,72,3,2,4
11,30,330,110,3,3,4
7,20,140,47,3,3,4
4,14,56,19,3,3,7
19,44,836,279,3,3,7
1,36,36,12,3,3,4
3,58,174,58,3,3,7
13,11,143,48,3,2,6
15,33,495,165,3,2,6
2,40,80,27,3,3,4
11,42,462,154,3,2,4
4,48,192,64,3,3,4
19,39,741,247,3,2,4
17,55,935,312,3,2,4
3,46,138,46,3,3,4
18,60,1080,360,3,2,4
8,37,296,99,3,3,4
19,40,760,254,3,2,4
5,20,100,34,3,3,4
7,32,224,75,3,2,7
8,11,88,30,3,3,5
5,49,245,82,3,2,4
17,50,850,284,3,3,4
5,36,180,60,3,2,4
4,44,176,59,3,3,4
19,11,209,70,3,2,6
2,48,96,32,3,3,4
11,46,506,169,3,2,4
13,30,390,130,3,3,5
15,14,210,70,3,3,4
12,54,648,216,3,3,4
11,30,330,110,3,3,4
7,38,266,89,3,2,4
5,29,145,49,3,2,4
17,47,799,267,3,2,4
20,29,580,194,3,3,4
9,59,531,177,3,3,6
14,34,476,159,3,3,4
12,11,132,44,3,3,6
6,41,246,82,3,3,4
17,35,595,199,3,2,4
19,15,285,95,3,2,4
19,50,950,317,3,2,4
16,12,192,64,3,3,4
12,42,504,168,3,3,4
12,10,120,40,3,3,5
20,60,1200,400,3,3,4
6,14,84,28,3,3,4
4,22,88,30,3,3,7
6,28,168,56,3,3,4
11,21,231,77,3,2,4
1,57,57,19,3,2,5
15,34,510,170,3,3,4
11,60,660,220,3,3,4
19,44,836,279,3,3,4
18,21,378,126,3,2,4
17,39,663,221,3,2,4
19,14,266,89,3,3,4
14,43,602,201,3,2,7
18,31,558,186,3,2,5
19,48,912,304,3,2,4
15,22,330,110,3,3,4
15,56,840,280,3,2,6
4,12,48,16,3,2,4
7,29,203,68,3,3,4
13,40,520,174,3,3,4
3,14,42,14,3,2,5
16,33,528,176,3,3,4
9,49,441,147,3,2,8
8,42,336,112,3,2,4
20,17,340,114,3,3,4
13,33,429,143,3,3,4
17,59,1003,335,3,2,4
17,29,493,165,3,3,5
17,25,425,142,3,3,8
1,59,59,20,3,2,4
8,21,168,56,3,2,8
19,22,418,140,3,2,6
6,54,324,108,3,2,4
3,51,153,51,3,2,4
5,48,240,80,3,2,4
13,34,442,148,3,3,4
15,55,825,275,3,3,4
14,41,574,192,3,2,4
16,33,528,176,3,3,4
18,57,1026,342,3,3,6
11,56,616,206,3,2,6
3,53,159,53,3,3,4
10,18,180,60,3,3,4
10,49,490,164,3,2,4
16,59,944,315,3,3,4
12,32,384,128,3,3,4
2,59,118,40,3,2,4
9,22,198,66,3,3,4
3,41,123,41,3,3,4
15,59,885,295,3,3,4
3,24,72,24,3,2,4
19,45,855,285,3,2,5
18,58,1044,348,3,3,8
8,14,112,38,3,3,4
17,31,527,176,3,2,4
8,25,200,67,3,2,4
7,50,350,117,3,3,4
7,19,133,45,3,2,4
3,33,99,33,3,3,4
1,27,27,9,3,3,7
4,58,232,78,3,2,4
5,27,135,45,3,2,5
1,16,16,6,3,3,4
15,13,195,65,3,3,4
5,35,175,59,3,2,4
13,14,182,61,3,3,4
8,25,200,67,3,2,4
8,44,352,118,3,2,4
5,35,175,59,3,2,4
9,27,243,81,3,2,4
1,38,38,13,3,2,4
4,32,128,43,3,3,7
3,23,69,23,3,2,4
2,24,48,16,3,2,4
8,58,464,155,3,2,4
9,42,378,126,3,2,6
2,34,68,23,3,2,4
14,30,420,140,3,2,4
14,26,364,122,3,2,4
4,32,128,43,3,3,4
6,52,312,104,3,3,4
11,26,286,96,3,3,7
3,23,69,23,3,3,6
8,38,304,102,3,2,4
3,29,87,29,3,3,4
14,39,546,182,3,2,4
13,28,364,122,3,3,4
13,48,624,208,3,3,6
2,22,44,15,3,2,4
13,27,351,117,3,2,4
19,32,608,203,3,3,4
6,55,330,110,3,3,6
16,42,672,224,3,3,4
2,48,96,32,3,3,4
8,49,392,131,3,2,4
17,27,459,153,3,3,4
2,18,36,12,3,3,8
10,42,420,140,3,3,4
16,41,656,219,3,3,4
6,26,156,52,3,3,4
2,28,56,19,3,2,5
2,36,72,24,3,2,4
13,15,195,65,3,2,4
15,44,660,220,3,2,4
2,46,92,31,3,2,4
7,43,301,101,3,3,5
3,29,87,29,3,2,6
8,34,272,91,3,2,4
14,13,182,61,3,3,4
7,19,133,45,3,2,8
7,19,133,45,3,2,4
1,33,33,11,3,2,4
17,30,510,170,3,2,4
9,20,180,60,3,3,4
13,36,468,156,3,3,4
19,25,475,159,3,2,5
19,35,665,222,3,3,6
17,39,663,221,3,2,4
10,58,580,194,3,3,4
10,25,250,84,3,3,4
4,16,64,22,3,3,4
8,25,200,67,3,3,4
20,44,880,294,3,3,4
20,25,500,167,3,3,8
18,49,882,294,3,3,5
14,21,294,98,3,3,4
18,44,792,264,3,3,4
14,58,812,271,3,3,4
20,30,600,200,3,3,8
15,59,885,295,3,2,4
4,52,208,70,3,3,4
13,45,585,195,3,2,4
8,57,456,152,3,3,6
18,26,468,156,3,2,6
12,41,492,164,3,2,4
14,50,700,234,3,2,6
2,15,30,10,3,3,4
18,33,594,198,3,3,4
2,36,72,24,3,3,6
11,29,319,107,3,3,6
9,34,306,102,3,2,4
12,11,132,44,3,3,4
17,18,306,102,3,3,6
15,37,555,185,3,3,5
17,47,799,267,3,3,6
18,12,216,72,3,3,4
6,29,174,58,3,3,8
17,15,255,85,3,3,8
18,48,864,288,3,3,4
8,42,336,112,3,2,6
9,10,90,30,3,2,4
6,46,276,92,3,3,4
5,15,75,25,3,3,4
12,54,648,216,3,3,4
11,43,473,158,3,3,4
1,56,56,19,3,2,6
11,24,264,88,3,2,4
19,54,1026,342,3,3,4
9,35,315,105,3,2,7
2,23,46,16,3,2,4
12,16,192,64,3,3,4
4,55,220,74,3,3,4
4,40,160,54,3,3,4
18,33,594,198,3,2,4
15,40,600,200,3,2,6
19,38,722,241,3,3,4
13,51,663,221,3,3,6
19,41,779,260,3,2,4
17,26,442,148,3,2,4
6,23,138,46,3,3,4
16,49,784,262,3,2,5
12,45,540,180,3,3,4
19,57,1083,361,3,3,4
5,33,165,55,3,2,4
17,54,918,306,3,2,4
1,36,36,12,3,2,4
10,34,340,114,3,3,4
15,41,615,205,3,3,4
11,27,297,99,3,3,5
13,55,715,239,3,3,4
5,27,135,45,3,3,4
1,46,46,16,3,3,4
12,35,420,140,3,2,4
11,18,198,66,3,3,6
17,44,748,250,3,3,4
4,17,68,23,3,3,4
15,29,435,145,3,3,6
9,51,459,153,3,2,4
20,31,620,207,3,3,4
19,28,532,178,3,2,4
19,39,741,247,3,2,5
12,37,444,148,3,3,8
5,44,220,74,3,3,6
10,52,520,174,3,2,4
17,20,340,114,3,2,8
5,40,200,67,3,3,4
16,58,928,310,3,2,4
7,57,399,133,3,3,6
9,48,432,144,3,3,4
3,45,135,45,3,2,4
15,39,585,195,3,3,4
16,32,512,171,3,3,4
18,28,504,168,3,3,5
14,21,294,98,3,2,4
3,24,72,24,3,2,4
12,40,480,160,3,2,4
9,52,468,156,3,3,7
7,46,322,108,3,2,6
9,46,414,138,3,2,4
13,24,312,104,3,2,8
18,38,684,228,3,3,5
5,59,295,99,3,3,4
13,52,676,226,3,2,4
4,35,140,47,3,2,4
2,53,106,36,3,2,5
16,11,176,59,3,3,4
9,29,261,87,3,2,4
9,24,216,72,3,3,4
6,13,78,26,3,3,7
11,31,341,114,3,3,4
1,59,59,20,3,2,7
4,47,188,63,3,2,7
13,32,416,139,3,3,4
13,35,455,152,3,3,4
13,60,780,260,3,3,4
2,20,40,14,3,3,7
9,37,333,111,3,2,4
8,11,88,30,3,2,4
7,17,119,40,3,3,4
4,38,152,51,3,3,4
18,20,360,120,3,3,7
3,46,138,46,3,2,4
6,27,162,54,3,3,6
12,59,708,236,3,2,4
12,23,276,92,3,3,4
8,19,152,51,3,2,8
1,44,44,15,3,2,4
4,18,72,24,3,3,7
11,44,484,162,3,2,4
3,20,60,20,3,2,4
13,53,689,230,3,2,4
17,21,357,119,3,2,8
10,12,120,40,3,3,8
12,48,576,192,3,3,4
15,23,345,115,3,3,4
10,37,370,124,3,3,4
14,20,280,94,3,3,4
13,48,624,208,3,2,5
5,34,170,57,3,2,4
6,30,180,60,3,2,8
2,19,38,13,3,2,4
17,52,884,295,3,3,6
4,24,96,32,3,3,4
14,28,392,131,3,2,4
10,57,570,190,3,3,8
3,31,93,31,3,2,4
3,30,90,30,3,2,6
15,53,795,265,3,3,8
6,41,246,82,3,3,4
17,59,1003,335,3,3,4
12,32,384,128,3,3,4
20,22,440,147,3,3,4
11,14,154,52,3,3,4
4,13,52,18,3,3,4
6,37,222,74,3,2,4
1,23,23,8,3,3,4
20,17,340,114,3,2,4
16,18,288,96,3,2,4
15,60,900,300,3,3,4
17,44,748,250,3,2,4
8,46,368,123,3,3,4
12,30,360,120,3,2,4
10,27,270,90,3,2,4
15,42,630,210,3,2,4
9,17,153,51,3,3,6
2,60,120,40,3,2,4
5,58,290,97,3,2,4
6,26,156,52,3,2,8
7,52,364,122,3,3,6
1,40,40,14,3,2,4
7,43,301,101,3,3,4
20,15,300,100,3,2,4
12,31,372,124,3,2,4
16,23,368,123,3,2,8
16,12,192,64,3,3,4
11,21,231,77,3,2,7
4,45,180,60,3,2,4
13,21,273,91,3,2,8
7,54,378,126,3,2,4
4,11,44,15,3,3,4
15,11,165,55,3,2,4
19,24,456,152,3,2,4
9,32,288,96,3,2,4
11,38,418,140,3,2,6
8,26,208,70,3,3,4
1,41,41,14,3,2,5
8,16,128,43,3,2,4
13,39,507,169,3,3,4
4,37,148,50,3,2,8
8,23,184,62,3,2,4
3,53,159,53,3,2,4
9,39,351,117,3,3,4
2,26,52,18,3,2,4
2,41,82,28,3,3,7
13,55,715,239,3,3,4
15,15,225,75,3,3,4
12,60,720,240,3,3,6
4,33,132,44,3,3,4
8,15,120,40,3,3,4
9,36,324,108,3,3,8
5,27,135,45,3,2,4
20,33,660,220,3,2,6
18,46,828,276,3,3,4
11,33,363,121,3,3,6
15,47,705,235,3,3,7
9,43,387,129,3,3,4
17,49,833,278,3,3,4
12,56,672,224,3,3,4
7,24,168,56,3,2,5
10,20,200,67,3,2,4
10,31,310,104,3,3,4
13,33,429,143,3,3,4
19,10,190,64,3,3,8
11,27,297,99,3,2,4
13,53,689,230,3,3,4
8,21,168,56,3,2,4
8,52,416,139,3,2,4
4,37,148,50,3,2,4
15,49,735,245,3,3,4
11,16,176,59,3,3,7
11,32,352,118,3,2,8
1,30,30,10,3,2,4
17,43,731,244,3,2,4
15,20,300,100,3,2,4
20,31,620,207,3,3,4
6,51,306,102,3,2,4
15,44,660,220,3,3,4
9,38,342,114,3,2,4
14,51,714,238,3,3,5
18,37,666,222,3,2,5
17,27,459,153,3,3,4
18,23,414,138,3,3,4
5,27,135,45,3,3,7
20,37,740,247,3,2,8
20,33,660,220,3,3,4
9,17,153,51,3,2,4
11,51,561,187,3,3,4
1,54,54,18,3,3,4
18,17,306,102,3,2,4
6,13,78,26,3,3,4
2,36,72,24,3,3,4
15,45,675,225,3,2,4
14,14,196,66,3,3,4
5,42,210,70,3,3,8
6,58,348,116,3,3,4
6,43,258,86,3,3,4
18,39,702,234,3,2,4
14,17,238,80,3,3,4
10,48,480,160,3,3,4
14,56,784,262,3,3,4
13,35,455,152,3,3,4
3,46,138,46,3,3,4
6,43,258,86,3,3,4
8,16,128,43,3,3,5
12,49,588,196,3,3,4
13,37,481,161,3,2,4
11,48,528,176,3,2,4
12,48,576,192,3,2,4
1,37,37,13,3,2,4
17,23,391,131,3,3,4
16,59,944,315,3,3,8
11,47,517,173,3,2,7
13,13,169,57,3,2,4
18,51,918,306,3,2,6
11,27,297,99,3,3,4
12,53,636,212,3,3,8
6,57,342,114,3,2,4
9,34,306,102,3,2,4
16,16,256,86,3,2,4
4,47,188,63,3,2,4
3,37,111,37,3,2,5
16,14,224,75,3,3,7
12,12,144,48,3,2,4
11,53,583,195,3,3,5
5,40,200,67,3,2,5
18,56,1008,336,3,2,4
19,51,969,323,3,3,4
6,29,174,58,3,2,4
18,28,504,168,3,3,4
6,57,342,114,3,3,4
4,20,80,27,3,2,4
12,49,588,196,3,2,4
19,12,228,76,3,3,4
2,32,64,22,3,3,7
17,16,272,91,3,2,4
11,32,352,118,3,3,4
11,16,176,59,3,2,4
16,55,880,294,3,3,4
2,43,86,29,3,2,4
2,51,102,34,3,3,4
8,28,224,75,3,3,4
13,18,234,78,3,2,4
10,57,570,190,3,3,4
8,60,480,160,3,3,4
4,27,108,36,3,3,4
15,50,750,250,3,3,4
1,57,57,19,3,3,4
11,54,594,198,3,3,4
7,51,357,119,3,3,6
17,34,578,193,3,2,4
20,23,460,154,3,3,5
18,53,954,318,3,3,5
12,34,408,136,3,2,4
9,28,252,84,3,3,4
5,48,240,80,3,3,4
10,24,240,80,3,2,4
4,25,100,34,3,3,4
5,36,180,60,3,3,4
10,49,490,164,3,2,4
11,19,209,70,3,2,4
10,13,130,44,3,3,6
8,60,480,160,3,3,4
2,28,56,19,3,2,7
8,37,296,99,3,3,8
16,30,480,160,3,2,8
5,56,280,94,3,2,6
3,23,69,23,3,2,4
12,42,504,168,3,3,4
13,57,741,247,3,2,4
13,19,247,83,3,2,4
10,28,280,94,3,2,6
4,39,156,52,3,3,8
9,31,279,93,3,3,4
2,12,24,8,3,3,4
19,46,874,292,3,2,4
1,50,50,17,3,3,4
7,27,189,63,3,3,4
17,20,340,114,3,2,4
3,57,171,57,3,2,6
20,11,220,74,3,3,4
20,21,420,140,3,3,7
3,15,45,15,3,2,4
3,52,156,52,3,3,6
17,49,833,278,3,2,4
7,53,371,124,3,2,6
14,38,532,178,3,3,4
17,39,663,221,3,3,4
18,11,198,66,3,3,4
13,18,234,78,3,3,7
20,56,1120,374,3,2,4
20,11,220,74,3,3,4
18,38,684,228,3,3,4
4,42,168,56,3,3,4
1,19,19,7,3,2,6
18,43,774,258,3,3,4
1,53,53,18,3,3,4
13,17,221,74,3,2,8
20,46,920,307,3,2,5
20,42,840,280,3,2,6
10,56,560,187,3,2,4
11,15,165,55,3,2,4
9,53,477,159,3,3,4
9,49,441,147,3,2,5
5,54,270,90,3,2,4
1,28,28,10,3,2,4
17,41,697,233,3,2,4
2,36,72,24,3,2,4
13,10,130,44,3,2,6
9,52,468,156,3,2,4
4,42,168,56,3,2,4
5,49,245,82,3,3,7
11,41,451,151,3,3,4
19,14,266,89,3,3,4
3,26,78,26,3,2,8
12,17,204,68,3,2,8
19,51,969,323,3,2,4
19,43,817,273,3,3,4
13,18,234,78,3,2,4
7,32,224,75,3,2,5
15,44,660,220,3,2,5
7,59,413,138,3,3,4
8,16,128,43,3,3,4
5,24,120,40,3,2,4
14,29,406,136,3,3,4
4,59,236,79,3,2,4
10,34,340,114,3,2,5
20,12,240,80,3,3,4
15,55,825,275,3,3,4
18,33,594,198,3,3,4
20,43,860,287,3,3,4
13,55,715,239,3,2,4
8,31,248,83,3,2,4
9,20,180,60,3,3,4
16,57,912,304,3,3,4
19,17,323,108,3,2,4
16,48,768,256,3,2,5
7,52,364,122,3,2,4
14,44,616,206,3,2,4
14,58,812,271,3,3,5
4,55,220,74,3,3,4
15,47,705,235,3,3,8
3,17,51,17,3,2,4
5,46,230,77,3,2,5
1,36,36,12,3,3,8
3,37,111,37,3,3,6
15,49,735,245,3,3,4
8,43,344,115,3,2,4
4,41,164,55,3,3,4
2,24,48,16,3,2,4
10,53,530,177,3,3,5
4,26,104,35,3,3,4
3,42,126,42,3,3,4
2,56,112,38,3,2,4
17,55,935,312,3,2,4
20,25,500,167,3,2,6
13,38,494,165,3,2,5
5,18,90,30,3,2,4
9,42,378,126,3,2,4
6,58,348,116,3,3,4
5,38,190,64,3,2,4
10,22,220,74,3,3,8
8,30,240,80,3,2,6
7,30,210,70,3,3,4
7,14,98,33,3,3,4
6,19,114,38,3,2,4
20,15,300,100,3,3,4
3,60,180,60,3,2,4
19,22,418,140,3,2,4
15,10,150,50,3,2,4
4,29,116,39,3,2,4
12,56,672,224,3,3,4
6,55,330,110,3,2,8
19,17,323,108,3,3,5
4,19,76,26,3,3,4
15,18,270,90,3,3,4
9,58,522,174,3,2,4
5,50,250,84,3,3,4
13,12,156,52,3,2,4
18,20,360,120,3,3,6
5,21,105,35,3,2,4
16,19,304,102,3,2,4
19,34,646,216,3,2,4
14,58,812,271,3,2,7
16,58,928,310,3,3,7
15,34,510,170,3,3,4
4,20,80,27,3,2,4
7,45,315,105,3,3,4
16,48,768,256,3,2,4
8,35,280,94,3,2,4
17,23,391,131,3,3,4
16,48,768,256,3,2,4
10,49,490,164,3,2,4
10,10,100,34,3,2,4
2,13,26,9,3,2,6
9,39,351,117,3,2,4
17,21,357,119,3,3,4
11,44,484,162,3,3,4
10,22,220,74,3,3,4
17,40,680,227,3,2,4
4,47,188,63,3,2,4
16,52,832,278,3,2,4
20,32,640,214,3,2,4
15,13,195,65,3,2,4
5,25,125,42,3,2,4
6,16,96,32,3,3,8
17,31,527,176,3,2,4
1,38,38,13,3,3,4
19,20,380,127,3,2,4
4,42,168,56,3,3,6
17,38,646,216,3,2,4
9,48,432,144,3,3,5
2,21,42,14,3,3,6
8,16,128,43,3,2,4
15,48,720,240,3,2,4
7,51,357,119,3,3,4
6,57,342,114,3,2,6
1,35,35,12,3,2,4
15,49,735,245,3,2,4
7,18,126,42,3,3,4
17,50,850,284,3,2,4
2,43,86,29,3,3,4
9,54,486,162,3,3,4
9,22,198,66,3,2,4
13,45,585,195,3,3,4
6,34,204,68,3,2,4
6,33,198,66,3,2,7
20,53,1060,354,3,3,4
20,26,520,174,3,3,6
3,11,33,11,3,3,4
17,22,374,125,3,3,4
17,40,680,227,3,3,5
12,38,456,152,3,2,4
16,59,944,315,3,3,8
15,37,555,185,3,2,6
13,36,468,156,3,2,4
1,24,24,8,3,3,4
17,40,680,227,3,3,4
3,49,147,49,3,3,4
15,24,360,120,3,3,4
4,42,168,56,3,3,4
4,29,116,39,3,2,4
18,51,918,306,3,2,4
17,21,357,119,3,2,6
19,46,874,292,3,3,6
11,18,198,66,3,3,4
20,32,640,214,3,2,6
3,17,51,17,3,3,4
8,41,328,110,3,3,4
14,57,798,266,3,3,4
1,23,23,8,3,2,4
14,36,504,168,3,3,4
2,34,68,23,3,2,6
4,22,88,30,3,3,8
19,30,570,190,3,3,4
6,54,324,108,3,2,5
1,40,40,14,3,3,4
17,46,782,261,3,3,4
8,57,456,152,3,3,5
19,52,988,330,3,2,4
1,14,14,5,3,3,4
5,22,110,37,3,3,4
16,37,592,198,3,3,4
6,52,312,104,3,3,4
8,34,272,91,3,3,4
13,60,780,260,3,2,4
16,44,704,235,3,2,4
3,56,168,56,3,3,4
19,48,912,304,3,3,4
12,16,192,64,3,2,6
16,47,752,251,3,3,4
11,41,451,151,3,3,4
10,12,120,40,3,3,4
20,54,1080,360,3,3,4
4,48,192,64,3,3,4
12,46,552,184,3,3,4
2,59,118,40,3,3,8
19,31,589,197,3,3,4
5,17,85,29,3,2,4
8,26,208,70,3,2,4
7,36,252,84,3,3,4
14,42,588,196,3,3,4
3,55,165,55,3,3,4
18,26,468,156,3,3,6
16,51,816,272,3,2,4
19,21,399,133,3,2,6
19,57,1083,361,3,2,4
18,55,990,330,3,2,4
20,36,720,240,3,3,4
16,57,912,304,3,3,4
8,17,136,46,3,3,7
1,32,32,11,3,2,4
17,51,867,289,3,3,4
12,58,696,232,3,3,8
11,38,418,140,3,2,6
5,59,295,99,3,2,5
12,29,348,116,3,2,7
17,25,425,142,3,2,4
6,26,156,52,3,2,6
1,25,25,9,3,3,4
5,28,140,47,3,3,6
14,17,238,80,3,2,5
5,47,235,79,3,3,4
1,47,47,16,3,3,5
18,38,684,228,3,3,4
16,50,800,267,3,3,4
9,45,405,135,3,2,4
19,35,665,222,3,3,7
5,40,200,67,3,3,4
2,53,106,36,3,3,4
15,21,315,105,3,2,4
7,26,182,61,3,3,8
4,24,96,32,3,2,4
1,18,18,6,3,2,5
13,48,624,208,3,2,6
20,51,1020,340,3,2,4
7,57,399,133,3,3,4
15,21,315,105,3,2,5
14,41,574,192,3,2,7
19,34,646,216,3,2,5
20,48,960,320,3,2,4
18,27,486,162,3,2,6
10,24,240,80,3,3,4
9,41,369,123,3,2,4
8,15,120,40,3,3,6
10,53,530,177,3,3,4
17,52,884,295,3,2,5
2,44,88,30,3,3,4
6,43,258,86,3,3,6
5,47,235,79,3,3,4
9,14,126,42,3,2,4
5,27,135,45,3,2,6
18,25,450,150,3,2,4
20,17,340,114,3,2,4
9,34,306,102,3,2,8
17,41,697,233,3,2,4
17,35,595,199,3,2,8
12,31,372,124,3,3,4
7,40,280,94,3,3,4
3,52,156,52,3,2,5
10,19,190,64,3,3,4
2,21,42,14,3,2,4
3,37,111,37,3,2,4
16,15,240,80,3,2,6
2,29,58,20,3,3,4
10,14,140,47,3,2,4
6,32,192,64,3,2,4
11,18,198,66,3,2,4
7,38,266,89,3,2,4
15,25,375,125,3,3,4
6,55,330,110,3,2,4
20,31,620,207,3,3,4
9,17,153,51,3,3,4
20,29,580,194,3,2,4
12,60,720,240,3,2,4
19,23,437,146,3,3,6
20,48,960,320,3,3,4
3,46,138,46,3,3,4
15,59,885,295,3,3,4
2,43,86,29,3,2,4
2,20,40,14,3,3,5
3,49,147,49,3,3,8
6,42,252,84,3,3,4
15,40,600,200,3,3,4
10,53,530,177,3,2,4
9,43,387,129,3,2,4
1,59,59,20,3,2,6
16,16,256,86,3,3,4
6,58,348,116,3,3,4
9,32,288,96,3,2,4
4,55,220,74,3,2,5
2,16,32,11,3,3,4
4,34,136,46,3,2,7
1,12,12,4,3,3,4
19,47,893,298,3,3,4
10,29,290,97,3,3,5
15,43,645,215,3,3,4
19,58,1102,368,3,3,4
16,53,848,283,3,3,4
4,53,212,71,3,2,4
2,39,78,26,3,2,4
13,26,338,113,3,2,7
1,19,19,7,3,3,4
17,44,748,250,3,2,5
13,29,377,126,3,3,4
4,27,108,36,3,3,4
7,54,378,126,3,3,4
17,53,901,301,3,3,7
9,36,324,108,3,2,5
4,58,232,78,3,2,5
19,45,855,285,3,2,4
1,32,32,11,3,3,4
10,41,410,137,3,2,4
4,19,76,26,3,2,7
9,20,180,60,3,2,4
13,47,611,204,3,3,4
14,15,210,70,3,2,4
10,50,500,167,3,3,4
6,56,336,112,3,2,4
16,43,688,230,3,3,6
6,45,270,90,3,2,4
17,46,782,261,3,2,6
10,26,260,87,3,2,6
18,49,882,294,3,3,4
18,49,882,294,3,2,4
3,21,63,21,3,2,4
20,30,600,200,3,3,7
15,49,735,245,3,3,4
15,28,420,140,3,3,4
4,12,48,16,3,3,4
9,27,243,81,3,2,4
19,60,1140,380,3,2,4
17,28,476,159,3,3,4
11,56,616,206,3,2,5
9,15,135,45,3,3,6
10,25,250,84,3,2,4
18,17,306,102,3,3,4
20,57,1140,380,3,2,6
13,27,351,117,3,3,4
8,57,456,152,3,3,6
7,52,364,122,3,2,4
17,48,816,272,3,2,4
15,58,870,290,3,2,4
20,58,1160,387,3,3,4
15,21,315,105,3,2,6
1,54,54,18,3,3,4
14,19,266,89,3,2,4
5,16,80,27,3,2,4
11,55,605,202,3,3,6
16,10,160,54,3,3,4
2,58,116,39,3,2,6
8,45,360,120,3,3,4
11,30,330,110,3,3,4
18,46,828,276,3,2,5
3,33,99,33,3,3,4
1,34,34,12,3,2,4
11,16,176,59,3,2,4
16,51,816,272,3,3,4
18,26,468,156,3,2,4
16,38,608,203,3,3,4
10,39,390,130,3,2,4
18,16,288,96,3,3,4
6,42,252,84,3,3,4
19,16,304,102,3,3,4
4,33,132,44,3,3,8
13,20,260,87,3,3,6
14,18,252,84,3,2,4
3,21,63,21,3,2,4
10,44,440,147,3,3,7
6,13,78,26,3,2,4
1,45,45,15,3,3,4
14,37,518,173,3,3,5
8,22,176,59,3,2,4
19,32,608,203,3,2,4
14,28,392,131,3,3,8
10,51,510,170,3,3,4
17,46,782,261,3,3,4
9,48,432,144,3,3,4
6,33,198,66,3,3,4
11,25,275,92,3,3,5
7,42,294,98,3,2,4
17,21,357,119,3,3,4
1,43,43,15,3,3,7
5,16,80,27,3,2,4
9,20,180,60,3,3,4
18,40,720,240,3,3,4
2,38,76,26,3,2,4
11,22,242,81,3,3,4
6,40,240,80,3,2,7
8,11,88,30,3,3,6
4,48,192,64,3,2,4
18,24,432,144,3,2,4
11,20,220,74,3,2,4
5,43,215,72,3,3,4
15,48,720,240,3,3,4
18,13,234,78,3,2,7
2,20,40,14,3,2,4
11,38,418,140,3,3,4
13,11,143,48,3,3,4
4,25,100,34,3,3,4
7,48,336,112,3,3,4
11,22,242,81,3,3,4
4,46,184,62,3,2,4
15,26,390,130,3,3,4
1,30,30,10,3,2,4
3,53,159,53,3,3,4
14,28,392,131,3,2,4
6,16,96,32,3,2,6
18,47,846,282,3,3,4
1,17,17,6,3,2,4
6,22,132,44,3,2,4
6,46,276,92,3,2,5
16,11,176,59,3,2,4
5,50,250,84,3,3,4
17,20,340,114,3,2,4
10,33,330,110,3,3,4
18,15,270,90,3,2,4
7,35,245,82,3,3,4
3,16,48,16,3,3,6
13,48,624,208,3,3,4
15,28,420,140,3,2,4
20,15,300,100,3,3,4
19,52,988,330,3,3,4
3,38,114,38,3,2,4
4,52,208,70,3,3,6
5,48,240,80,3,2,8
1,11,11,4,3,2,4
4,28,112,38,3,3,4
12,13,156,52,3,2,4
10,15,150,50,3,2,4
20,58,1160,387,3,2,4
13,46,598,200,3,3,6
14,37,518,173,3,2,5
5,39,195,65,3,2,4
4,16,64,22,3,2,4
14,18,252,84,3,3,4
10,34,340,114,3,2,4
17,42,714,238,3,3,4
10,10,100,34,3,2,4
7,60,420,140,3,3,4
16,15,240,80,3,3,4
1,27,27,9,3,3,4
17,19,323,108,3,2,5
9,37,333,111,3,2,4
6,20,120,40,3,2,4
19,42,798,266,3,3,4
13,10,130,44,3,2,4
3,22,66,22,3,2,4
7,46,322,108,3,3,4
9,29,261,87,3,2,4
5,10,50,17,3,2,4
10,12,120,40,3,3,8
17,27,459,153,3,3,4
12,50,600,200,3,2,4
16,23,368,123,3,3,4
3,40,120,40,3,2,4
9,36,324,108,3,2,5
15,26,390,130,3,2,4
5,55,275,92,3,2,4
13,38,494,165,3,2,4
14,45,630,210,3,3,4
20,46,920,307,3,3,6
15,35,525,175,3,2,4
16,26,416,139,3,3,4
13,31,403,135,3,3,6
17,34,578,193,3,2,6
8,11,88,30,3,3,4
2,31,62,21,3,3,4
5,14,70,24,3,2,4
6,13,78,26,3,2,4
12,45,540,180,3,2,8
18,15,270,90,3,2,4
1,30,30,10,3,2,4
17,22,374,125,3,2,6
11,46,506,169,3,2,4
10,34,340,114,3,3,4
